Town_County,Town,Town_Type,County,Year,Total_Rev,Total_Expenses,All_Tax_Rev,Real_Estat,Fed_Money,State_Money,MtoM,Population,Per_C_Tax,Per_C_Rev,Per_C_Ex
oley twp berks,oley twp,Second Class Township,berks,2017,1832949.0,1485909.0,1351705.0,675187.0,0.0,304627.0,0.0,3620,373.4,506.34,410.47
pike twp berks,pike twp,Second Class Township,berks,2010,439694.0,442594.0,298069.0,89486.0,0.0,102526.0,0.0,1723,172.99,255.19,256.87
pike twp berks,pike twp,Second Class Township,berks,2011,486978.0,703196.0,320594.0,92733.0,0.0,111880.0,0.0,1723,186.07,282.63,408.12
pike twp berks,pike twp,Second Class Township,berks,2012,459882.0,388432.0,306818.0,91338.0,9492.0,107600.0,0.0,1723,178.07,266.91,225.44
pike twp berks,pike twp,Second Class Township,berks,2013,474809.0,500986.0,315956.0,92522.0,0.0,105254.0,0.0,1723,183.38,275.57,290.76
pike twp berks,pike twp,Second Class Township,berks,2014,547921.0,593245.0,393816.0,90916.0,0.0,112448.0,0.0,1723,228.56,318.0,344.31
pike twp berks,pike twp,Second Class Township,berks,2015,450748.0,532472.0,306283.0,91415.0,0.0,119666.0,0.0,1723,177.76,261.61,309.04
pike twp berks,pike twp,Second Class Township,berks,2016,542031.0,481018.0,354712.0,97960.0,0.0,151955.0,0.0,1723,205.87,314.59,279.17
pike twp berks,pike twp,Second Class Township,berks,2017,612140.0,593434.0,417781.0,157597.0,0.0,166135.0,0.0,1723,242.47,355.28,344.42
robesonia boro berks,robesonia boro,Borough,berks,2010,1032396.0,1096021.0,546932.0,322252.0,35333.0,77838.0,0.0,2061,265.37,500.92,531.79
robesonia boro berks,robesonia boro,Borough,berks,2011,993025.0,909469.0,578592.0,337987.0,0.0,70818.0,0.0,2061,280.73,481.82,441.28
robesonia boro berks,robesonia boro,Borough,berks,2012,1107551.0,1024131.0,570948.0,343796.0,34810.0,72126.0,0.0,2061,277.02,537.39,496.91
robesonia boro berks,robesonia boro,Borough,berks,2013,1050639.0,1041628.0,598656.0,351263.0,0.0,75206.0,0.0,2061,290.47,509.77,505.4
robesonia boro berks,robesonia boro,Borough,berks,2014,1081400.0,1017712.0,614971.0,353277.0,0.0,92574.0,0.0,2061,298.38,524.7,493.8
robesonia boro berks,robesonia boro,Borough,berks,2015,1098199.0,1037757.0,620848.0,378120.0,0.0,96540.0,0.0,2061,301.24,532.85,503.52
robesonia boro berks,robesonia boro,Borough,berks,2016,1120013.0,1015487.0,631890.0,367468.0,50.0,109466.0,0.0,2061,306.59,543.43,492.72
robesonia boro berks,robesonia boro,Borough,berks,2017,1043688.0,1370788.0,649591.0,369052.0,1010.0,82946.0,0.0,2061,315.18,506.4,665.11
rockland twp berks,rockland twp,Second Class Township,berks,2010,844728.0,800589.0,551077.0,58245.0,0.0,182929.0,0.0,3778,145.86,223.59,211.91
rockland twp berks,rockland twp,Second Class Township,berks,2011,944805.0,870478.0,622612.0,114004.0,0.0,206994.0,0.0,3778,164.8,250.08,230.41
rockland twp berks,rockland twp,Second Class Township,berks,2012,894593.0,792634.0,620878.0,115362.0,0.0,185859.0,0.0,3778,164.34,236.79,209.8
rockland twp berks,rockland twp,Second Class Township,berks,2013,1075266.0,899189.0,742717.0,190329.0,0.0,187193.0,0.0,3778,196.59,284.61,238.01
rockland twp berks,rockland twp,Second Class Township,berks,2014,1185871.0,1037907.0,842415.0,194210.0,0.0,194388.0,0.0,3778,222.98,313.89,274.72
rockland twp berks,rockland twp,Second Class Township,berks,2015,1106013.0,1003788.0,771086.0,194487.0,0.0,204573.0,0.0,3778,204.1,292.75,265.69
rockland twp berks,rockland twp,Second Class Township,berks,2016,1294264.0,1016644.0,849716.0,198905.0,11382.0,231702.0,0.0,3778,224.91,342.58,269.1
rockland twp berks,rockland twp,Second Class Township,berks,2017,1281961.0,1225173.0,873857.0,196139.0,0.0,237014.0,0.0,3778,231.3,339.32,324.29
ruscombmanor twp berks,ruscombmanor twp,Second Class Township,berks,2010,1522324.0,1411571.0,588113.0,21134.0,251000.0,156334.0,0.0,4112,143.02,370.21,343.28
ruscombmanor twp berks,ruscombmanor twp,Second Class Township,berks,2011,2079334.0,1863868.0,666531.0,21071.0,267039.0,182915.0,0.0,4112,162.09,505.67,453.28
ruscombmanor twp berks,ruscombmanor twp,Second Class Township,berks,2012,2229824.0,3159116.0,666170.0,21086.0,0.0,667994.0,0.0,4112,162.01,542.27,768.27
ruscombmanor twp berks,ruscombmanor twp,Second Class Township,berks,2013,2062153.0,2294417.0,664804.0,21412.0,0.0,168025.0,0.0,4112,161.67,501.5,557.98
ruscombmanor twp berks,ruscombmanor twp,Second Class Township,berks,2014,1209916.0,1222318.0,723265.0,20833.0,0.0,175030.0,0.0,4112,175.89,294.24,297.26
ruscombmanor twp berks,ruscombmanor twp,Second Class Township,berks,2015,1259090.0,1076941.0,718519.0,21373.0,0.0,253480.0,0.0,4112,174.74,306.2,261.9
