Town,County,Town_County,Fed_Money,Total_Rev,State_Money,Fed_Decimal,Fed_Percent,State_Decimal,State_Percent,FS_Combo,FS_Combo_Decimal,FS_Combo_Percent,Population,F_Mon_PC,S_Mon_PC,All_Tax_Rev,Taxes_PC,Real_Estat,Real_Taxes_PC
sweden twp,potter,sweden twp potter,0.0,350031.62,117654.75,0.0,0.0,0.3361260619826289,33.61,117654.75,0.3361260619826289,33.61,872,0.0,134.92517201834863,174314.375,199.90180619266056,82533.5,94.64850917431193
swissvale boro,allegheny,swissvale boro allegheny,223656.38,8435769.75,493425.62,0.026512859718581104,2.65,0.05849206825494496,5.8500000000000005,717082.0,0.08500492797352607,8.5,8983,24.89773794946009,54.928823332962246,3827874.875,426.12433207169096,2381977.875,265.16507569854167
swoyersville boro,luzerne,swoyersville boro luzerne,34542.75,1738423.25,240806.12,0.019870161078437025,1.99,0.13851984549792462,13.85,275348.87,0.15839000657636165,15.840000000000002,5062,6.823933227973133,47.571339391544846,893384.25,176.48839391544843,331318.625,65.45211872777558
sykesville boro,jefferson,sykesville boro jefferson,0.0,999362.17,54472.17,0.0,0.0,0.05450693615909035,5.45,54472.17,0.05450693615909035,5.45,1157,0.0,47.0805272255834,216462.0,187.08902333621435,123059.16666666667,106.3605589167387
sylvania boro,bradford,sylvania boro bradford,570.0,40994.5,13522.62,0.013904304235934093,1.39,0.3298642500823281,32.99,14092.62,0.3437685543182622,34.38,219,2.602739726027397,61.74712328767124,21457.75,97.98059360730593,5721.0,26.123287671232877
tarentum boro,allegheny,tarentum boro allegheny,18516.62,8390707.88,328836.12,0.0022068006972493955,0.22,0.03919050987149847,3.92,347352.74,0.04139731056874786,4.14,4530,4.08755408388521,72.59075496688743,1095513.625,241.83523730684325,529749.75,116.94254966887418
tatamy boro,northampton,tatamy boro northampton,6334.62,856338.25,73021.88,0.007397333939013002,0.74,0.08527223909477359,8.53,79356.5,0.0926695730337866,9.27,1203,5.265685785536159,60.69981712385703,538875.5,447.9430590191189,355039.25,295.128221113882
taylor boro,lackawanna,taylor boro lackawanna,0.0,2887797.5,595222.12,0.0,0.0,0.20611629451164773,20.61,595222.12,0.20611629451164773,20.61,6263,0.0,95.03786045026344,1176714.875,187.8835821491298,445377.75,71.11252594603225
taylor twp,blair,taylor twp blair,1881.0,636404.38,151536.0,0.002955667904108391,0.3,0.2381127546608023,23.81,153417.0,0.2410684225649107,24.11,2465,0.7630831643002028,61.47505070993915,411660.5,167.00223123732252,74112.25,30.0658215010142
taylor twp,centre,taylor twp centre,0.0,257910.75,78859.75,0.0,0.0,0.3057637186507348,30.58,78859.75,0.3057637186507348,30.58,853,0.0,92.44988276670574,118363.875,138.7618698710434,35334.875,41.42423798358734
taylor twp,fulton,taylor twp fulton,0.0,267606.5,111559.0,0.0,0.0,0.41687701905596464,41.69,111559.0,0.41687701905596464,41.69,1118,0.0,99.78443649373881,146444.375,130.98781305903398,35102.0,31.397137745974955
taylor twp,lawrence,taylor twp lawrence,0.0,402292.38,54839.12,0.0,0.0,0.1363165765158167,13.63,54839.12,0.1363165765158167,13.63,1052,0.0,52.128441064638785,224217.75,213.1347433460076,73794.625,70.1469819391635
telford boro,montgomery,telford boro montgomery,56678.62,2700757.5,427733.0,0.020986193688252282,2.1,0.15837519658836455,15.840000000000002,484411.62,0.17936139027661685,17.94,4872,11.633542692939244,87.79412972085386,1724912.375,354.0460539819376,1083744.875,222.44352935139574
tell twp,huntingdon,tell twp huntingdon,449.5,230342.25,144050.12,0.0019514439925806056,0.2,0.6253742854382989,62.53999999999999,144499.62,0.6273257294308795,62.73,662,0.6790030211480362,217.59836858006042,65323.75,98.67635951661632,10189.0,15.391238670694865
terre hill boro,lancaster,terre hill boro lancaster,725.5,1351501.83,48913.17,0.0005368102239269628,0.05,0.036191715700451536,3.62,49638.67,0.03672852592437851,3.67,1295,0.5602316602316603,37.77078764478765,447326.5,345.4258687258687,306225.5,236.46756756756756
terry twp,bradford,terry twp bradford,0.0,622355.5,439213.0,0.0,0.0,0.7057268715388552,70.57,439213.0,0.7057268715388552,70.57,992,0.0,442.7550403225807,131706.25,132.76839717741936,34143.375,34.418724798387096
texas twp,wayne,texas twp wayne,0.0,379830.62,124391.12,0.0,0.0,0.32749102744797143,32.75,124391.12,0.32749102744797143,32.75,2569,0.0,48.42005449591281,189828.5,73.89198131568703,122364.125,47.63103347606072
thompson boro,susquehanna,thompson boro susquehanna,0.0,147309.75,20664.12,0.0,0.0,0.14027666193174584,14.03,20664.12,0.14027666193174584,14.03,299,0.0,69.11076923076921,28862.5,96.53010033444816,26537.625,88.75459866220736
thompson twp,fulton,thompson twp fulton,0.0,257303.5,118987.25,0.0,0.0,0.4624392983383436,46.24,118987.25,0.4624392983383436,46.24,1098,0.0,108.36725865209473,100233.375,91.28722677595628,7525.25,6.853597449908925
thompson twp,susquehanna,thompson twp susquehanna,0.0,439545.38,124505.75,0.0,0.0,0.2832602858890247,28.33,124505.75,0.2832602858890247,28.33,410,0.0,303.6725609756097,161924.875,394.9387195121951,154142.75,375.9579268292683
thompsontown boro,juniata,thompsontown boro juniata,0.0,132819.29,21937.86,0.0,0.0,0.16517073687112768,16.520000000000003,21937.86,0.16517073687112768,16.520000000000003,697,0.0,31.474691535150647,75734.57142857143,108.65792170526748,21836.285714285714,31.328960852633735
thornburg boro,allegheny,thornburg boro allegheny,0.0,585365.75,25746.62,0.0,0.0,0.04398381695546758,4.4,25746.62,0.04398381695546758,4.4,455,0.0,56.58597802197802,495795.125,1089.6596153846153,304656.875,669.5755494505495
thornbury twp,chester,thornbury twp chester,25544.38,2132440.25,211977.5,0.011978942903558495,1.2,0.09940606776672876,9.94,237521.88,0.11138501067028724,11.14,3017,8.466814716605901,70.26102088167053,1314877.5,435.82283725555186,283942.625,94.11422770964535
thornbury twp,delaware,thornbury twp delaware,0.0,3675241.62,292959.38,0.0,0.0,0.0797115973017306,7.969999999999999,292959.38,0.0797115973017306,7.969999999999999,8028,0.0,36.49219980069756,1689201.0,210.41367713004485,0.0,0.0
thornhurst twp,lackawanna,thornhurst twp lackawanna,0.0,189552.38,40054.62,0.0,0.0,0.21131161740095272,21.13,40054.62,0.21131161740095272,21.13,1085,0.0,36.91670046082949,131168.25,120.89239631336406,25423.375,23.43168202764977
three springs boro,huntingdon,three springs boro huntingdon,3539.25,181209.88,27702.5,0.01953121982090601,1.95,0.15287521850353855,15.29,31241.75,0.17240643832444455,17.24,444,7.971283783783784,62.393018018018026,60725.625,136.76942567567568,25628.875,57.72269144144144
throop boro,lackawanna,throop boro lackawanna,0.0,4918434.75,324110.75,0.0,0.0,0.06589713322922501,6.59,324110.75,0.06589713322922501,6.59,4088,0.0,79.28345156555774,713747.0,174.5956457925636,130702.5,31.97223581213307
tidioute boro,warren,tidioute boro warren,444.75,269433.25,40019.0,0.0016506871367954776,0.16999999999999998,0.14853029460914716,14.85,40463.75,0.15018098174594266,15.02,688,0.6464389534883721,58.1671511627907,107286.125,155.9391351744186,73574.375,106.93949854651163
tilden twp,berks,tilden twp berks,0.0,4166299.38,315320.12,0.0,0.0,0.07568350020972328,7.57,315320.12,0.07568350020972328,7.57,3597,0.0,87.6619738671115,904217.375,251.38097720322492,283313.125,78.76372671670836
timblin boro,jefferson,timblin boro jefferson,0.0,16187.5,6655.5,0.0,0.0,0.4111505791505792,41.12000000000001,6655.5,0.4111505791505792,41.12000000000001,157,0.0,42.39171974522293,8150.0,51.910828025477706,1259.0,8.019108280254777
tinicum twp,bucks,tinicum twp bucks,96656.38,3468551.12,336330.25,0.02786650006184715,2.79,0.0969656315747193,9.7,432986.63,0.12483213163656645,12.48,3995,24.194337922403,84.1877972465582,1871299.125,468.4102941176471,663892.5,166.18085106382978
tinicum twp,delaware,tinicum twp delaware,8476.25,15562577.12,646208.62,0.0005446559354945706,0.05,0.041523239693349714,4.15,654684.87,0.04206789562884428,4.21,4091,2.071926179418236,157.95859692006843,6945332.875,1697.7103092153507,2088424.125,510.4923307259839
tioga boro,tioga,tioga boro tioga,381.75,450581.5,43735.75,0.0008472385128994423,0.08,0.09706512584293853,9.71,44117.5,0.09791236435583796,9.79,666,0.5731981981981982,65.66929429429429,176736.125,265.3695570570571,96862.375,145.4390015015015
tioga twp,tioga,tioga twp tioga,9975.25,692713.75,326484.38,0.014400248298810297,1.44,0.4713121112436414,47.13,336459.63,0.4857123595424517,48.57,991,10.065842583249244,329.4494248234107,252235.625,254.5263622603431,135429.5,136.65943491422806
tionesta boro,forest,tionesta boro forest,90315.25,604586.25,46012.62,0.14938356603379585,14.94,0.07610596502980345,7.61,136327.87,0.2254895310635993,22.55,483,186.98809523809524,95.26422360248449,97947.375,202.78959627329192,50587.125,104.73524844720497
tionesta twp,forest,tionesta twp forest,17247.62,175481.88,77155.75,0.09828718497887076,9.83,0.4396792990820477,43.97,94403.37,0.5379664840609184,53.8,729,23.65928669410151,105.8377914951989,70359.5,96.5150891632373,14009.75,19.217764060356654
titusville city,crawford,titusville city crawford,905195.5,8609282.75,412578.25,0.10514180173720046,10.51,0.04792248808415545,4.79,1317773.75,0.15306428982135592,15.310000000000002,5601,161.61319407248706,73.66153365470451,2455305.75,438.36917514729515,1948830.25,347.94326905909656
toboyne twp,perry,toboyne twp perry,0.0,121152.0,64195.12,0.0,0.0,0.5298725567881669,52.99,64195.12,0.5298725567881669,52.99,443,0.0,144.90997742663657,44828.0,101.19187358916479,8565.0,19.334085778781038
toby twp,clarion,toby twp clarion,0.0,371478.12,171277.38,0.0,0.0,0.4610699009675186,46.11,171277.38,0.4610699009675186,46.11,991,0.0,172.83287588294655,98418.625,99.31243693239152,23780.625,23.99659434914228
tobyhanna twp,monroe,tobyhanna twp monroe,20580.25,7768271.25,575050.5,0.002649270260741732,0.26,0.07402554332793156,7.399999999999999,595630.75,0.07667481358867329,7.670000000000001,8554,2.405921206453121,67.22591769932195,4136396.625,483.5628507131167,3049504.125,356.5003653261632
todd twp,fulton,todd twp fulton,0.0,359993.25,75700.75,0.0,0.0,0.21028380393243484,21.03,75700.75,0.21028380393243484,21.03,1527,0.0,49.57481990831697,213932.5,140.09986902423051,61234.25,40.10101506221349
todd twp,huntingdon,todd twp huntingdon,42.0,215850.12,105417.0,0.00019457946097041785,0.02,0.4883805485028223,48.84,105459.0,0.4885751279637927,48.86,952,0.04411764705882353,110.73214285714286,93720.625,98.44603466386555,9641.375,10.12749474789916
topton boro,berks,topton boro berks,18642.62,2417346.75,101817.62,0.007712017318160912,0.77,0.04211957593588921,4.21,120460.24,0.04983159325405012,4.98,2069,9.010449492508457,49.21102948284195,761394.625,368.00126872885454,455946.0,220.3702271628806
towamencin twp,montgomery,towamencin twp montgomery,28491.38,17872311.62,1044544.0,0.0015941631169924732,0.16,0.05844481800726345,5.84,1073035.38,0.06003898112425592,6.0,17578,1.6208544771873934,59.4233701217431,6620292.5,376.6237626578678,2996527.5,170.47033223347367
towamensing twp,carbon,towamensing twp carbon,627.0,2084379.88,299864.12,0.000300808890939784,0.03,0.1438625093617772,14.39,300491.12,0.14416331825271694,14.42,4477,0.14004914004914004,66.97880723698906,816267.0,182.32454768818405,251488.125,56.173358275631
towanda boro,bradford,towanda boro bradford,120303.75,2914336.0,835519.0,0.041279986247296126,4.130000000000001,0.28669274922315063,28.67,955822.75,0.3279727354704468,32.800000000000004,2919,41.21402877697842,286.2346694073313,1049237.625,359.4510534429599,634011.375,217.2015673175745
towanda twp,bradford,towanda twp bradford,255.25,443410.12,172589.75,0.0005756521750112512,0.06,0.3892327716832444,38.92,172845.0,0.3898084238582557,38.98,1149,0.2221496953872933,150.2086597040905,228666.0,199.01305483028722,109324.75,95.14773716275022
tower city boro,schuylkill,tower city boro schuylkill,1765.5,281933.25,50203.88,0.0062621205551314,0.63,0.17807009283225728,17.810000000000006,51969.38,0.18433221338738867,18.43,1346,1.3116641901931652,37.298573551263,207512.875,154.17004086181277,76946.5,57.166790490341754
townville boro,crawford,townville boro crawford,6.0,62413.5,8804.25,9.613304813862386e-05,0.01,0.14106323151241318,14.11,8810.25,0.1411593645605518,14.12,323,0.018575851393188854,27.257739938080487,35000.625,108.36106811145511,9631.875,29.820046439628484
trafford boro,westmoreland,trafford boro westmoreland,29391.12,4439432.25,447782.0,0.006620468191625179,0.66,0.10086469953449566,10.09,477173.12,0.10748516772612084,10.75,3174,9.259962192816637,141.0781348456207,1085461.125,341.98523156899813,710983.875,224.00248109640833
trainer boro,delaware,trainer boro delaware,0.0,2714800.0,108483.62,0.0,0.0,0.03996007809046707,4.0,108483.62,0.03996007809046707,4.0,1828,0.0,59.34552516411378,2049272.25,1121.0460886214441,1149746.0,628.9638949671772
trappe boro,montgomery,trappe boro montgomery,4233.75,1502564.0,136644.62,0.0028176836394323305,0.28,0.09094096491064607,9.09,140878.37,0.0937586485500784,9.38,3509,1.2065403248788829,38.941185522941005,971391.25,276.82851239669424,68074.875,19.400078369905955
tredyffrin twp,chester,tredyffrin twp chester,0.0,33052324.88,2768014.0,0.0,0.0,0.08374642358894785,8.37,2768014.0,0.08374642358894785,8.37,29332,0.0,94.36840310923223,13502148.375,460.32143648574936,8186375.75,279.09367755352514
tremont boro,schuylkill,tremont boro schuylkill,3788.0,658259.14,129632.86,0.005754572583678823,0.58,0.1969328675026069,19.69,133420.86,0.20268744008628573,20.27,1752,2.1621004566210047,73.99135844748858,360460.4285714286,205.7422537508154,194963.2857142857,111.28041422048271
tremont twp,schuylkill,tremont twp schuylkill,68900.0,347738.12,58976.75,0.1981376099922551,19.81,0.1696010492033488,16.96,127876.75,0.3677386591956039,36.77,280,246.07142857142856,210.63125,175904.0,628.2285714285714,127723.875,456.1566964285714
triumph twp,warren,triumph twp warren,1900.5,151767.12,76800.0,0.012522475223882484,1.25,0.5060384620858589,50.6,78700.5,0.5185609373097414,51.85999999999999,316,6.014240506329112,243.03797468354432,45900.75,145.25553797468353,21133.5,66.87816455696202
troutville boro,clearfield,troutville boro clearfield,22093.0,266403.0,10353.88,0.08293074777686438,8.290000000000001,0.03886547824161138,3.89,32446.88,0.12179622601847576,12.18,243,90.91769547325104,42.60855967078189,24382.875,100.34104938271605,4313.0,17.74897119341564
troy boro,bradford,troy boro bradford,0.0,1589186.25,158018.12,0.0,0.0,0.09943335464927412,9.94,158018.12,0.09943335464927412,9.94,1354,0.0,116.70466765140324,348769.25,257.58437961595274,228861.875,169.02649556868536
troy twp,bradford,troy twp bradford,13003.12,1051543.88,539239.25,0.012365741694012809,1.24,0.5128071783366759,51.28,552242.37,0.5251729200306886,52.52,1645,7.904632218844985,327.80501519756837,247162.25,150.25060790273557,87032.0,52.90699088145897
troy twp,crawford,troy twp crawford,0.0,370554.12,153868.12,0.0,0.0,0.41523791450490416,41.52,153868.12,0.41523791450490416,41.52,1235,0.0,124.58957085020242,163807.875,132.63795546558705,61511.25,49.80668016194332
trumbauersville boro,bucks,trumbauersville boro bucks,12251.12,610267.62,24868.88,0.02007499595013742,2.01,0.040750777503155096,4.08,37120.0,0.060825773453292514,6.08,974,12.578151950718686,25.532731006160173,147846.25,151.79286447638603,19868.375,20.398742299794662
tullytown boro,bucks,tullytown boro bucks,0.0,5328402.25,169985.0,0.0,0.0,0.03190168309834341,3.19,169985.0,0.03190168309834341,3.19,1872,0.0,90.803952991453,733317.625,391.72950053418805,303942.0,162.36217948717947
tulpehocken twp,berks,tulpehocken twp berks,2756.38,1274902.12,212875.5,0.0021620326429451697,0.22,0.1669739948349917,16.7,215631.88,0.16913602747793688,16.91,3274,0.8418998167379352,65.0200061087355,566078.25,172.90111484422724,213459.25,65.19830482590103
tunkhannock boro,wyoming,tunkhannock boro wyoming,9896.88,1348495.62,143746.5,0.007339200701297049,0.73,0.10659767660201966,10.66,153643.38,0.11393687730331672,11.39,1836,5.390457516339869,78.29330065359476,847711.75,461.7166394335512,562536.125,306.39222494553377
tunkhannock twp,monroe,tunkhannock twp monroe,0.0,2904394.0,314364.0,0.0,0.0,0.10823738101648744,10.82,314364.0,0.10823738101648744,10.82,6789,0.0,46.30490499337163,1764482.5,259.90315215790247,1104167.125,162.6406134924142
tunkhannock twp,wyoming,tunkhannock twp wyoming,31656.75,1700618.75,341103.12,0.018614842391923528,1.86,0.20057589039283494,20.06,372759.87,0.21919073278475848,21.92,4273,7.408553709337702,79.82754973086823,1031744.125,241.45661713082143,381904.25,89.37614088462439
tunnelhill boro,cambria,tunnelhill boro cambria,55.75,87448.25,11124.0,0.0006375199046293093,0.06,0.12720666222594507,12.72,11179.75,0.12784418213057436,12.78,363,0.15358126721763085,30.644628099173552,56596.875,155.91425619834712,28176.125,77.62017906336088
turbett twp,juniata,turbett twp juniata,4543.0,221349.38,53004.62,0.020524114411343733,2.0500000000000003,0.2394613438718464,23.95,57547.62,0.2599854582831901,26.0,981,4.63098878695209,54.0312130479103,124797.5,127.21457696228339,34281.625,34.94559123343527
turbot twp,northumberland,turbot twp northumberland,0.0,462061.12,137138.5,0.0,0.0,0.2967973154720311,29.68,137138.5,0.2967973154720311,29.68,1806,0.0,75.93493909191585,256949.25,142.27533222591362,23444.0,12.981173864894796
turbotville boro,northumberland,turbotville boro northumberland,0.0,551101.62,45983.12,0.0,0.0,0.08343854986309059,8.34,45983.12,0.08343854986309059,8.34,705,0.0,65.22428368794328,140033.25,198.6287234042553,57559.625,81.64485815602836
turtle creek boro,allegheny,turtle creek boro allegheny,471.38,5327129.5,225178.25,8.848667936456209e-05,0.01,0.0422700912376919,4.23,225649.63,0.04235857791705646,4.24,5349,0.08812488315573004,42.09726117031221,1524027.625,284.9182323798841,866340.75,161.96312394840157
tuscarora twp,bradford,tuscarora twp bradford,24237.62,614383.12,381730.75,0.039450335158947726,3.95,0.6213236294642991,62.13,405968.37,0.6607739646232468,66.08000000000001,1131,21.43025641025641,337.51613616268787,168653.5,149.1189213085765,69050.625,61.052718832891244
tuscarora twp,juniata,tuscarora twp juniata,0.0,279808.0,143495.38,0.0,0.0,0.5128351583943276,51.28,143495.38,0.5128351583943276,51.28,1240,0.0,115.7220806451613,112640.5,90.83911290322581,18950.0,15.28225806451613
tuscarora twp,perry,tuscarora twp perry,0.0,310681.0,73029.25,0.0,0.0,0.2350618480048668,23.51,73029.25,0.2350618480048668,23.51,1189,0.0,61.42073170731707,199666.75,167.92830109335577,67654.625,56.90044154751892
twilight boro,washington,twilight boro washington,0.0,93452.62,47194.88,0.0,0.0,0.5050139846266483,50.5,47194.88,0.5050139846266483,50.5,233,0.0,202.55313304721028,39897.375,171.23336909871244,17473.375,74.99302575107296
tyrone boro,blair,tyrone boro blair,433835.12,7461963.38,334570.5,0.05813954021307459,5.81,0.04483679200258954,4.48,768405.62,0.10297633221566413,10.3,5477,79.21035603432536,61.08645243746577,1631102.625,297.8094988132189,505528.375,92.30023279167428
tyrone twp,adams,tyrone twp adams,2781.75,700498.88,135518.38,0.003971098426310118,0.4,0.1934598096716443,19.35,138300.13,0.1974309080979544,19.74,2298,1.2105091383812008,58.97231505657094,418877.25,182.27904699738903,121161.5,52.72476066144473
tyrone twp,blair,tyrone twp blair,1074.12,385385.5,102468.25,0.0027871313269440595,0.28,0.2658850683276875,26.590000000000003,103542.37,0.2686721996546315,26.87,1885,0.5698249336870026,54.359814323607424,238931.0,126.75384615384615,30713.125,16.2934350132626
tyrone twp,perry,tyrone twp perry,0.0,416718.12,170896.62,0.0,0.0,0.4101012454174059,41.01000000000001,170896.62,0.4101012454174059,41.01000000000001,2124,0.0,80.459802259887,200430.0,94.36440677966101,21955.625,10.336923258003766
ulster twp,bradford,ulster twp bradford,0.0,664996.0,301160.12,0.0,0.0,0.45287508496291706,45.29,301160.12,0.45287508496291706,45.29,1337,0.0,225.250650710546,309988.25,231.85359012715034,165380.375,123.69511967090502
ulysses boro,potter,ulysses boro potter,0.0,283308.62,35619.5,0.0,0.0,0.12572684869242595,12.57,35619.5,0.12572684869242595,12.57,621,0.0,57.358293075684394,130340.875,209.88868760064412,85879.125,138.29166666666666
ulysses twp,potter,ulysses twp potter,200.25,407163.62,108088.0,0.0004918170243205913,0.05,0.2654657604232913,26.55,108288.25,0.26595757744761184,26.6,635,0.3153543307086614,170.2173228346457,161031.25,253.59251968503938,102659.0,161.66771653543307
union city boro,erie,union city boro erie,1945.25,1160893.88,119953.62,0.0016756484236095724,0.16999999999999998,0.10332866945598852,10.33,121898.87,0.1050043178795981,10.5,3320,0.5859186746987952,36.130608433734935,761065.625,229.23663403614458,511542.625,154.07910391566264
union twp,adams,union twp adams,0.0,673297.38,143711.0,0.0,0.0,0.21344357525941954,21.34,143711.0,0.21344357525941954,21.34,3148,0.0,45.6515247776366,478220.75,151.91256353240152,52915.25,16.80916454891995
union twp,berks,union twp berks,119917.62,2296221.5,390345.88,0.05222389042172107,5.2200000000000015,0.16999487201038752,17.0,510263.5,0.22221876243210856,22.22,3503,34.23283471310305,111.43188124464744,1129357.125,322.3971238938053,574975.0,164.13788181558664
union twp,centre,union twp centre,0.0,428549.62,122298.0,0.0,0.0,0.2853765218599424,28.54,122298.0,0.2853765218599424,28.54,1383,0.0,88.4295010845987,276170.625,199.68953362255965,132984.375,96.15645336225596
union twp,clearfield,union twp clearfield,0.0,310090.62,138123.25,0.0,0.0,0.4454286621117401,44.54,138123.25,0.4454286621117401,44.54,892,0.0,154.84669282511214,133079.75,149.19254484304932,54552.625,61.15765134529148
union twp,crawford,union twp crawford,0.0,197179.12,80125.75,0.0,0.0,0.4063602170452936,40.64,80125.75,0.4063602170452936,40.64,1010,0.0,79.33242574257426,97587.875,96.62165841584158,2720.0,2.6930693069306932
union twp,erie,union twp erie,2787.12,462734.38,151184.0,0.006023153066776667,0.6,0.32671875385615395,32.67,153971.12,0.3327419069229306,33.27,1655,1.6840604229607252,91.34984894259821,229815.75,138.86148036253778,80866.625,48.862009063444106
union twp,fulton,union twp fulton,1544.75,200086.0,114722.0,0.007720430215007547,0.77,0.5733634537149026,57.34,116266.75,0.5810838839299102,58.10999999999999,706,2.1880311614730883,162.49575070821533,66275.375,93.87446883852691,6791.25,9.619334277620396
union twp,huntingdon,union twp huntingdon,26.38,226371.25,85363.25,0.00011653423303533465,0.01,0.3770940435236365,37.71,85389.63,0.3772105777566719,37.72,1029,0.02563654033041788,82.95748299319727,131002.125,127.31013119533527,32234.375,31.32592322643343
union twp,jefferson,union twp jefferson,175.88,220474.5,100126.88,0.0007977339783058812,0.08,0.4541426786317692,45.41,100302.76,0.4549404126100751,45.49,855,0.20570760233918128,117.1074619883041,96139.25,112.44356725146199,28526.375,33.36418128654971
union twp,lawrence,union twp lawrence,0.0,3360069.25,372962.25,0.0,0.0,0.110998381952991,11.1,372962.25,0.110998381952991,11.1,5190,0.0,71.86170520231215,1228902.875,236.7828275529865,622503.875,119.94294315992293
union twp,lebanon,union twp lebanon,0.0,2634431.88,547517.5,0.0,0.0,0.20783133705472773,20.78,547517.5,0.20783133705472773,20.78,3099,0.0,176.6755404969345,772441.0,249.25492094223944,80303.625,25.912754114230395
union twp,luzerne,union twp luzerne,9137.25,520688.0,149983.12,0.017548416710198814,1.7500000000000002,0.2880479673047967,28.8,159120.37,0.3055963840149956,30.56,2042,4.474657198824682,73.44912830558276,277322.125,135.8090719882468,39009.0,19.103330068560236
union twp,mifflin,union twp mifflin,0.0,1036660.62,172662.25,0.0,0.0,0.16655619656894075,16.66,172662.25,0.16655619656894075,16.66,3460,0.0,49.90238439306359,539919.0,156.04595375722545,231788.125,66.99078757225433
union twp,schuylkill,union twp schuylkill,0.0,471544.75,91153.25,0.0,0.0,0.19330774014555352,19.33,91153.25,0.19330774014555352,19.33,1273,0.0,71.60506677140613,317723.75,249.58660644147682,175821.125,138.11557344854674
union twp,snyder,union twp snyder,0.0,378644.88,135196.25,0.0,0.0,0.3570528934657721,35.709999999999994,135196.25,0.3570528934657721,35.709999999999994,1520,0.0,88.94490131578951,211625.75,139.22746710526314,61434.125,40.4171875
union twp,tioga,union twp tioga,50735.88,748233.25,433146.75,0.06780757203719562,6.78,0.5788926781855792,57.89,483882.63,0.6467002502227748,64.67,1000,50.73588,433.14675,244936.125,244.936125,158318.0,158.318
union twp,union,union twp union,0.0,511187.0,80637.62,0.0,0.0,0.15774583469454426,15.77,80637.62,0.15774583469454426,15.77,1589,0.0,50.74740088105728,321735.125,202.4764789175582,91267.5,57.43706733794839
union twp,washington,union twp washington,0.0,2323229.25,427840.0,0.0,0.0,0.18415746099959787,18.42,427840.0,0.18415746099959787,18.42,5700,0.0,75.05964912280702,1189360.25,208.65969298245614,431177.875,75.64524122807018
uniontown city,fayette,uniontown city fayette,522481.0,9411419.5,923375.12,0.05551564245967359,5.55,0.09811220507172164,9.81,1445856.12,0.15362784753139525,15.36,10372,50.37418048592365,89.02575395295025,4263422.125,411.0511111646741,3290500.5,317.24840917855767
unionville boro,centre,unionville boro centre,0.0,92926.25,14247.12,0.0,0.0,0.15331642027952275,15.329999999999998,14247.12,0.15331642027952275,15.329999999999998,291,0.0,48.95917525773197,41132.5,141.3487972508591,12660.625,43.50730240549828
unity twp,westmoreland,unity twp westmoreland,41125.0,7402822.75,1109105.25,0.00555531334314333,0.5599999999999999,0.149821937854719,14.98,1150230.25,0.15537725119786233,15.54,22607,1.819126819126819,49.06025788472597,4539692.0,200.8091299155129,917189.0,40.57101782633698
upland boro,delaware,upland boro delaware,0.0,4739876.25,156133.38,0.0,0.0,0.03294039163997162,3.29,156133.38,0.03294039163997162,3.29,3239,0.0,48.2041926520531,2337223.0,721.5878357517753,164665.0,50.838221673355974
upper allen twp,cumberland,upper allen twp cumberland,4866.38,18658548.38,922474.25,0.0002608123580083136,0.03,0.04943976515283447,4.94,927340.63,0.04970057751084278,4.97,18059,0.2694711778060801,51.081136829281796,6873880.375,380.6346073979733,3273442.125,181.26375353009578
upper augusta twp,northumberland,upper augusta twp northumberland,0.0,558442.0,138881.12,0.0,0.0,0.2486939019629613,24.87,138881.12,0.2486939019629613,24.87,2586,0.0,53.704996133023975,316504.0,122.39133797370457,16682.125,6.450937741686001
upper bern twp,berks,upper bern twp berks,0.0,1093791.88,180693.0,0.0,0.0,0.16519870306588855,16.520000000000003,180693.0,0.16519870306588855,16.520000000000003,1734,0.0,104.20588235294115,410071.875,236.4889705882353,163000.875,94.00281141868513
upper burrell twp,westmoreland,upper burrell twp westmoreland,626.25,1211881.38,153819.88,0.0005167584966112771,0.05,0.1269265148706221,12.69,154446.13,0.12744327336723338,12.740000000000002,2326,0.2692390369733448,66.1306448839209,855683.875,367.87784823731727,385010.625,165.52477429062768
upper chichester twp,delaware,upper chichester twp delaware,1943.62,15516640.25,901194.62,0.00012526036362800897,0.01,0.05807923657958108,5.81,903138.24,0.058204496943209075,5.82,16738,0.1161202055203728,53.84123670689449,9094900.25,543.3683982554666,4627968.125,276.49469022583344
upper darby twp,delaware,upper darby twp delaware,2258388.0,83577118.25,4674384.75,0.027021606478995826,2.7,0.055929001237129884,5.59,6932772.75,0.0829506077161257,8.3,82795,27.27686454496045,56.45733136058941,50643933.0,611.6786400144937,47978539.25,579.485950238541
upper dublin twp,montgomery,upper dublin twp montgomery,6420.38,41604559.5,3826218.75,0.00015431914379480453,0.02,0.09196633244007787,9.2,3832639.13,0.09212065158387267,9.21,25569,0.2511001603504244,149.64287809456764,20484201.625,801.1342494817943,11539079.625,451.29178399624544
upper fairfield twp,lycoming,upper fairfield twp lycoming,8951.62,558789.25,219554.38,0.016019671101403617,1.6,0.3929108872441623,39.290000000000006,228506.0,0.4089305583455659,40.89,1823,4.910378496982996,120.43575425123423,242390.375,132.96235600658255,22378.75,12.275781678551837
