Town,County,Town_County,Fed_Money,Total_Rev,State_Money,Fed_Decimal,Fed_Percent,State_Decimal,State_Percent,FS_Combo,FS_Combo_Decimal,FS_Combo_Percent,Population,F_Mon_PC,S_Mon_PC,All_Tax_Rev,Taxes_PC,Real_Estat,Real_Taxes_PC
briar creek twp,columbia,briar creek twp columbia,9096.71,1322254.71,187673.0,0.006879695667712917,0.69,0.14193407562148144,14.19,196769.71,0.14881377128919435,14.88,3016,3.016150530503978,62.22579575596817,734082.2857142857,243.3959833270178,354958.71428571426,117.69188139446759
bridgeport boro,montgomery,bridgeport boro montgomery,111363.25,8005836.88,238601.25,0.013910257187253607,1.39,0.02980341138302084,2.98,349964.5,0.043713668570274436,4.37,4554,24.45394158981116,52.39377470355731,3334513.625,732.2164306104523,2190452.125,480.9951965305226
bridgeton twp,bucks,bridgeton twp bucks,1568.75,378755.75,55103.38,0.004141851311828269,0.41,0.1454852632600297,14.55,56672.13,0.14962711457185798,14.96,1277,1.2284651527016446,43.150649960845726,285612.125,223.65867267032107,104848.875,82.10561863743148
bridgeville boro,allegheny,bridgeville boro allegheny,39276.88,4478671.62,264095.12,0.008769761065893908,0.88,0.0589672881621091,5.9,303372.0,0.06773704922800301,6.77,5148,7.629541569541569,51.300528360528354,2237575.0,434.6493783993784,1360999.625,264.3744415306915
bridgewater boro,beaver,bridgewater boro beaver,0.0,1134774.38,65813.0,0.0,0.0,0.05799655082096585,5.8000000000000025,65813.0,0.05799655082096585,5.8000000000000025,704,0.0,93.484375,562007.5,798.3061079545455,395016.5,561.1029829545455
bridgewater twp,susquehanna,bridgewater twp susquehanna,31870.38,1555584.75,574028.12,0.02048771691802713,2.0500000000000003,0.3690111515942799,36.9,605898.5,0.38949886851230703,38.95,2844,11.206181434599156,201.83829817158932,796570.125,280.0879483122363,257189.0,90.43213783403657
brighton twp,beaver,brighton twp beaver,3282.88,4551945.25,448722.12,0.0007212037534941793,0.06999999999999999,0.09857810130734766,9.86,452005.0,0.09929930506084184,9.93,8227,0.3990373161541267,54.542618208338396,2903939.375,352.9767077914185,1285906.5,156.30320894615292
brisbin boro,clearfield,brisbin boro clearfield,0.0,83653.25,22203.88,0.0,0.0,0.265427583506917,26.54000000000001,22203.88,0.265427583506917,26.54000000000001,411,0.0,54.0240389294404,41009.25,99.77919708029196,5348.375,13.013077858880779
bristol boro,bucks,bristol boro bucks,311481.12,13299104.12,751840.5,0.023421210721373008,2.34,0.0565331689425107,5.65,1063321.62,0.07995437966388373,8.0,9726,32.025613818630475,77.30212831585443,4216242.125,433.5021720131606,4060543.0,417.49362533415587
bristol twp,bucks,bristol twp bucks,948758.0,51187275.38,3212241.88,0.01853503615804292,1.85,0.06275469550104426,6.279999999999999,4160999.88,0.08128973165908718,8.129999999999999,54582,17.382250558792276,58.851670514088894,21673420.125,397.07999203033967,13222073.0,242.24236927924957
broad top city boro,huntingdon,broad top city boro huntingdon,297.38,172440.12,18431.12,0.0017245406695379243,0.16999999999999998,0.10688417521398152,10.69,18728.5,0.10860871588351943,10.86,452,0.6579203539823009,40.77681415929203,45307.75,100.23838495575221,11408.375,25.239767699115045
broad top twp,bedford,broad top twp bedford,648002.25,1934131.5,322603.5,0.3350352600120519,33.5,0.16679501884954565,16.68,970605.75,0.5018302788615976,50.18,1687,384.1151452282158,191.22910491997632,117664.625,69.74785121517486,225.375,0.1335951393005335
brockway boro,jefferson,brockway boro jefferson,8796.88,1198519.38,101673.12,0.0073397895326481905,0.73,0.08483227029670559,8.48,110470.0,0.0921720598293538,9.22,2072,4.245598455598455,49.0700386100386,696158.625,335.9838923745174,403915.0,194.9396718146718
brokenstraw twp,warren,brokenstraw twp warren,362.5,487975.75,143982.12,0.0007428647837520615,0.06999999999999999,0.29505999017369205,29.51,144344.62,0.2958028549574441,29.58,1884,0.19240976645435245,76.4236305732484,284091.25,150.79153397027602,100907.875,53.5604432059448
brookfield twp,tioga,brookfield twp tioga,0.0,228773.5,131401.12,0.0,0.0,0.5743721191484153,57.44000000000001,131401.12,0.5743721191484153,57.44000000000001,421,0.0,312.11667458432305,73325.875,174.1707244655582,40491.625,96.17963182897863
brookhaven boro,delaware,brookhaven boro delaware,20585.5,6627043.12,362481.88,0.00310628731807618,0.31,0.05469737761416588,5.47,383067.38,0.05780366493224207,5.779999999999999,8006,2.5712590557082198,45.276277791656256,3436099.5,429.1905445915563,1696695.5,211.92799150637023
brooklyn twp,susquehanna,brooklyn twp susquehanna,18088.88,594154.0,348550.0,0.03044476684495939,3.04,0.5866324218973532,58.66,366638.88,0.6170771887423127,61.71,963,18.78388369678089,361.94184839044647,170595.625,177.15018172377987,68861.375,71.50713914849429
brookville boro,jefferson,brookville boro jefferson,2226.12,2461030.0,242396.5,0.0009045480957160213,0.09,0.0984939232760267,9.85,244622.62,0.09939847137174272,9.94,3924,0.5673088685015291,61.77280835881754,1514516.875,385.9625063710499,979830.875,249.70205784913352
brothersvalley twp,somerset,brothersvalley twp somerset,0.0,749430.38,236123.38,0.0,0.0,0.315070467252742,31.51,236123.38,0.315070467252742,31.51,2398,0.0,98.46679733110926,295800.0,123.35279399499584,46190.875,19.26224979149291
brown twp,lycoming,brown twp lycoming,0.0,149367.12,81832.5,0.0,0.0,0.5478615373985921,54.790000000000006,81832.5,0.5478615373985921,54.790000000000006,96,0.0,852.421875,31600.75,329.1744791666667,18113.75,188.68489583333334
brown twp,mifflin,brown twp mifflin,0.0,1068293.12,198757.25,0.0,0.0,0.1860512309580352,18.61,198757.25,0.1860512309580352,18.61,4053,0.0,49.03953861337281,666658.375,164.4851653096472,187232.25,46.1959659511473
brownstown boro,cambria,brownstown boro cambria,888.8,1610739.4,597856.0,0.0005517962744314817,0.06,0.3711686694942708,37.12,598744.8,0.3717204657687023,37.17,744,1.1946236559139785,803.5698924731183,132409.0,177.96908602150538,73027.4,98.15510752688171
brownsville boro,fayette,brownsville boro fayette,15.62,714519.25,149037.75,2.186085259424431e-05,0.0,0.20858465324762068,20.86,149053.37,0.2086065141002149,20.86,2331,0.006700986700986701,63.93725868725869,391259.75,167.85060060060061,219983.5,94.37301587301587
brownsville twp,fayette,brownsville twp fayette,0.0,134395.25,43977.5,0.0,0.0,0.3272251065420839,32.72,43977.5,0.3272251065420839,32.72,683,0.0,64.38872620790629,76074.375,111.38268667642753,21261.375,31.129392386530014
bruin boro,butler,bruin boro butler,0.0,102636.5,20386.75,0.0,0.0,0.1986306041223152,19.86,20386.75,0.1986306041223152,19.86,524,0.0,38.906011450381676,64162.125,122.4468034351145,29012.875,55.368082061068705
brush creek twp,fulton,brush creek twp fulton,655.5,194409.12,116092.88,0.0033717553991294237,0.34,0.5971575819076801,59.72,116748.38,0.6005293373068095,60.05,819,0.8003663003663004,141.74954822954822,67299.25,82.17246642246643,7728.375,9.436355311355312
brush valley twp,indiana,brush valley twp indiana,0.0,511735.0,185467.75,0.0,0.0,0.3624292846883641,36.24,185467.75,0.3624292846883641,36.24,1858,0.0,99.82117868675995,229248.75,123.38468783638321,52933.0,28.48923573735199
bryn athyn boro,montgomery,bryn athyn boro montgomery,0.0,2008821.0,102749.88,0.0,0.0,0.051149345810303656,5.11,102749.88,0.051149345810303656,5.11,1375,0.0,74.72718545454545,1273031.75,925.8412727272728,981636.25,713.9172727272727
buck twp,luzerne,buck twp luzerne,0.0,104938.43,42583.14,0.0,0.0,0.4057916627874079,40.58,42583.14,0.4057916627874079,40.58,435,0.0,97.89227586206896,50639.57142857143,116.4128078817734,5389.571428571428,12.389819376026272
buckingham twp,bucks,buckingham twp bucks,89886.25,20627656.25,1072550.5,0.004357560011210677,0.44,0.05199575206223441,5.2,1162436.75,0.056353312073445086,5.64,20075,4.477521793275218,53.42717310087173,8748304.875,435.78106475716066,2012650.625,100.2565691158157
buckingham twp,wayne,buckingham twp wayne,0.0,400735.75,163473.0,0.0,0.0,0.4079321597835981,40.79,163473.0,0.4079321597835981,40.79,520,0.0,314.37115384615385,148217.75,285.03413461538463,133904.875,257.509375
buffalo twp,butler,buffalo twp butler,50.75,2647471.75,532875.5,1.9169231928537108e-05,0.0,0.20127712410906745,20.13,532926.25,0.201296293340996,20.13,7307,0.006945394826878336,72.92671410975777,1568615.25,214.67295059531955,267640.25,36.62792527713152
buffalo twp,perry,buffalo twp perry,4044.83,268124.17,102895.5,0.01508565975234534,1.51,0.3837606285177497,38.38,106940.33,0.3988462882700952,39.88,1219,3.3181542247744047,84.40976210008203,149901.33333333334,122.97074104457207,11980.333333333334,9.828001093792727
buffalo twp,union,buffalo twp union,0.0,812645.75,197748.5,0.0,0.0,0.2433391179366901,24.33,197748.5,0.2433391179366901,24.33,3538,0.0,55.892736009044654,535736.375,151.423509044658,155922.125,44.07069672131148
buffalo twp,washington,buffalo twp washington,0.0,778745.38,309362.38,0.0,0.0,0.39725741936343817,39.73,309362.38,0.39725741936343817,39.73,2069,0.0,149.52265828902853,377236.125,182.3277549540841,92250.375,44.58693813436443
buffington twp,indiana,buffington twp indiana,507.14,306569.57,107922.29,0.0016542411564200582,0.16999999999999998,0.3520319710791909,35.2,108429.43,0.35368621223561103,35.37000000000001,1328,0.3818825301204819,81.2667846385542,159103.7142857143,119.80701376936317,26656.14285714286,20.072396729776248
bullskin twp,fayette,bullskin twp fayette,0.0,1420600.5,453044.88,0.0,0.0,0.3189108267947252,31.89,453044.88,0.3189108267947252,31.89,6966,0.0,65.03658914728682,833538.625,119.6581431237439,132605.0,19.036032156187193
burgettstown boro,washington,burgettstown boro washington,9281.75,731975.5,219503.12,0.012680410751452749,1.27,0.29987768716302665,29.99,228784.87,0.31255809791447936,31.26,1388,6.6871397694524495,158.14345821325648,362965.75,261.5027017291066,206946.625,149.09699207492795
burlington boro,bradford,burlington boro bradford,0.0,28007.38,15804.38,0.0,0.0,0.5642934112366097,56.43,15804.38,0.5642934112366097,56.43,156,0.0,101.31012820512821,11862.75,76.04326923076923,2214.5,14.195512820512821
burlington twp,bradford,burlington twp bradford,15226.0,518715.38,239592.75,0.02935328426159255,2.94,0.4618963679079652,46.19,254818.75,0.4912496521695578,49.12000000000001,791,19.24905183312263,302.8985461441214,144527.875,182.715391908976,68670.25,86.81447534766119
burnham boro,mifflin,burnham boro mifflin,11480.75,1481211.75,106816.12,0.007750917449851447,0.7799999999999999,0.07211401070778704,7.21,118296.87,0.0798649281576385,7.99,2054,5.5894595910418685,52.00395326192794,564664.0,274.9094449853944,326943.125,159.17386806231744
burnside boro,clearfield,burnside boro clearfield,0.0,323014.88,56651.38,0.0,0.0,0.17538318977751116,17.54,56651.38,0.17538318977751116,17.54,234,0.0,242.0999145299145,31807.75,135.93055555555554,18044.125,77.1116452991453
burnside twp,centre,burnside twp centre,0.0,279338.12,190851.0,0.0,0.0,0.6832257623843104,68.32000000000001,190851.0,0.6832257623843104,68.32000000000001,439,0.0,434.7403189066059,55620.125,126.69732346241457,15714.375,35.795842824601365
burnside twp,clearfield,burnside twp clearfield,0.0,561902.12,154150.75,0.0,0.0,0.27433737035909384,27.43,154150.75,0.27433737035909384,27.43,1076,0.0,143.2627788104089,142604.5,132.53206319702602,48330.375,44.91670539033457
burrell twp,armstrong,burrell twp armstrong,0.0,203636.62,103444.5,0.0,0.0,0.5079857444108039,50.8,103444.5,0.5079857444108039,50.8,689,0.0,150.13715529753262,89669.125,130.1438679245283,20918.125,30.360123367198838
burrell twp,indiana,burrell twp indiana,0.0,1172593.62,270547.5,0.0,0.0,0.2307257138240271,23.07,270547.5,0.2307257138240271,23.07,4393,0.0,61.58604598224447,729443.625,166.04680742089687,296798.75,67.56174595948099
bushkill twp,northampton,bushkill twp northampton,28087.62,5319162.88,507329.0,0.005280458717594299,0.53,0.09537760197333907,9.54,535416.62,0.1006580606909334,10.07,8178,3.434534115920763,62.03582783076547,3966289.5,484.9950476889215,1790293.875,218.91585656639765
butler city,butler,butler city butler,610466.62,12557146.0,935830.75,0.048615077024667865,4.859999999999999,0.0745257521095956,7.4499999999999975,1546297.37,0.12314082913426347,12.31,13757,44.37498146398198,68.02578687213781,5491870.375,399.2055226430181,2777363.625,201.88730282765138
butler twp,adams,butler twp adams,0.0,768085.25,191406.88,0.0,0.0,0.2492000464792157,24.92,191406.88,0.2492000464792157,24.92,2567,0.0,74.5644253992988,446175.125,173.81189131281653,130653.375,50.897302298402806
butler twp,butler,butler twp butler,3850.25,9636334.62,1011412.62,0.0003995554483972455,0.04,0.10495822943931768,10.5,1015262.87,0.10535778488771493,10.54,17248,0.223228780148423,58.63941442486085,5518412.375,319.9450588474026,1642935.125,95.25365984461966
butler twp,luzerne,butler twp luzerne,0.0,6624832.12,1338752.62,0.0,0.0,0.20208098797830368,20.21,1338752.62,0.20208098797830368,20.21,9221,0.0,145.18518815746663,2119514.75,229.8573636265047,698589.0,75.7606550265698
butler twp,schuylkill,butler twp schuylkill,118660.12,1936935.5,266788.25,0.061261781819786976,6.13,0.13773729171673502,13.77,385448.37,0.198999073536522,19.9,5224,22.714418070444108,51.069726263399716,1293297.125,247.56836236600307,767898.625,146.99437691424197
cadogan twp,armstrong,cadogan twp armstrong,0.0,183148.38,12635.12,0.0,0.0,0.0689884344049344,6.9,12635.12,0.0689884344049344,6.9,344,0.0,36.73,42391.75,123.23183139534883,14774.25,42.948401162790695
caernarvon twp,berks,caernarvon twp berks,0.0,3400678.5,245989.12,0.0,0.0,0.07233530602790003,7.23,245989.12,0.07233530602790003,7.23,4006,0.0,61.40517224163754,1812538.875,452.45603469795304,837278.375,209.0060846230654
caernarvon twp,lancaster,caernarvon twp lancaster,0.0,2450563.62,230298.38,0.0,0.0,0.09397771929708154,9.4,230298.38,0.09397771929708154,9.4,4748,0.0,48.504292333614146,500073.625,105.3230044229149,5034.25,1.0602885425442292
california boro,washington,california boro washington,293827.75,5064141.75,780921.75,0.05802123331164654,5.8000000000000025,0.1542061396681876,15.42,1074749.5,0.21222737297983416,21.22,6795,43.24175864606328,114.92593818984548,1111576.25,163.5873804267844,666669.625,98.11179175864606
callensburg boro,clarion,callensburg boro clarion,0.0,23335.75,8266.12,0.0,0.0,0.3542255980630578,35.42,8266.12,0.3542255980630578,35.42,207,0.0,39.932946859903396,12018.5,58.06038647342995,2693.375,13.01147342995169
callery boro,butler,callery boro butler,0.0,428320.0,17223.38,0.0,0.0,0.04021147740007471,4.02,17223.38,0.04021147740007471,4.02,394,0.0,43.71416243654822,146998.375,373.09232233502536,83117.75,210.95875634517768
callimont boro,somerset,callimont boro somerset,96.25,25264.25,18949.25,0.0038097311418308476,0.38,0.7500420554736436,75.0,19045.5,0.7538517866154745,75.39,41,2.347560975609756,462.1768292682927,5054.0,123.26829268292683,1849.625,45.11280487804878
caln twp,chester,caln twp chester,190886.12,10311120.25,913892.38,0.018512646091970463,1.85,0.08863172553923032,8.86,1104778.5,0.1071443716312008,10.71,13817,13.815308677715855,66.14260548599552,4943502.0,357.78403416081636,2126874.25,153.9316964608815
cambria twp,cambria,cambria twp cambria,140.0,2824329.88,361537.38,4.956928048362396e-05,0.0,0.12800819853238954,12.8,361677.38,0.1280577678128732,12.81,6099,0.02295458271847844,59.2781406787998,1503158.625,246.4598499754058,796456.0,130.58796524020332
cambridge springs boro,crawford,cambridge springs boro crawford,0.0,1708834.38,115195.62,0.0,0.0,0.06741181085085612,6.74,115195.62,0.06741181085085612,6.74,2595,0.0,44.39137572254335,624072.25,240.4902697495183,244711.0,94.3009633911368
cambridge twp,crawford,cambridge twp crawford,0.0,489644.5,140918.75,0.0,0.0,0.2877980861625118,28.78,140918.75,0.2877980861625118,28.78,1563,0.0,90.15914907229687,319279.75,204.27367242482407,161805.625,103.52247280870121
camp hill boro,cumberland,camp hill boro cumberland,27731.75,9371143.12,409500.5,0.002959270778910055,0.3,0.04369803072647983,4.37,437232.25,0.04665730150538988,4.67,7888,3.515688387423935,51.91436359026369,4066163.75,515.487290821501,2429232.0,307.9655172413793
canaan twp,wayne,canaan twp wayne,0.0,255094.88,119300.75,0.0,0.0,0.4676720677420103,46.77,119300.75,0.4676720677420103,46.77,3963,0.0,30.103646227605356,57728.625,14.566900075700227,32622.5,8.231768861973253
canal twp,venango,canal twp venango,2011.0,266539.88,120094.88,0.007544837192843337,0.75,0.4505700235176815,45.06,122105.88,0.4581148607105248,45.81,1023,1.9657869012707725,117.39479960899315,118270.875,115.61180351906158,37259.375,36.42167644183773
canton boro,bradford,canton boro bradford,53587.25,904515.25,154246.75,0.059244164208397815,5.92,0.1705297395483382,17.05,207834.0,0.22977390375673604,22.98,1976,27.11905364372469,78.06009615384616,543482.0,275.0414979757085,347610.875,175.91643471659918
canton twp,bradford,canton twp bradford,115387.88,1042130.38,411716.12,0.11072307478455816,11.07,0.39507160322876295,39.51,527104.0,0.5057946780133211,50.58000000000001,2143,53.84408772748482,192.12138124125062,378635.875,176.6849626691554,198771.125,92.75367475501633
canton twp,washington,canton twp washington,0.0,2605078.5,628219.25,0.0,0.0,0.2411517541601913,24.12,628219.25,0.2411517541601913,24.12,8375,0.0,75.0112537313433,1444133.5,172.43385074626866,253578.25,30.278
carbon twp,huntingdon,carbon twp huntingdon,0.0,52738.57,20334.43,0.0,0.0,0.3855703709827552,38.56,20334.43,0.3855703709827552,38.56,375,0.0,54.22514666666667,26944.428571428572,71.85180952380952,2294.714285714286,6.119238095238096
carbondale city,lackawanna,carbondale city lackawanna,562311.12,9202185.38,1021728.0,0.0611062586526593,6.11,0.11103101685178178,11.1,1584039.12,0.1721372755044411,17.21,8891,63.24498031717467,114.91710718704307,3323507.75,373.80584298729053,1168295.875,131.4020779439883
carbondale twp,lackawanna,carbondale twp lackawanna,0.0,404154.88,35754.5,0.0,0.0,0.08846732223052707,8.85,35754.5,0.08846732223052707,8.85,1115,0.0,32.06681614349776,243396.0,218.29237668161434,110521.0,99.1219730941704
carlisle boro,cumberland,carlisle boro cumberland,1054142.88,27391758.88,1925761.75,0.03848394272956596,3.85,0.07030442106461766,7.03,2979904.63,0.10878836379418363,10.88,18682,56.42559040787923,103.08113424686864,7417669.25,397.0489910073868,4541655.125,243.1032611604753
carnegie boro,allegheny,carnegie boro allegheny,18999.5,9387965.12,449106.12,0.002023814506886452,0.2,0.047838494738676664,4.78,468105.62,0.04986230924556311,4.99,7972,2.383278976417461,56.3354390366282,3898129.25,488.9775777722027,2313285.5,290.17630456598096
carroll twp,perry,carroll twp perry,4191.62,1044735.25,307112.0,0.004012136089023511,0.4,0.29396155628902154,29.4,311303.62,0.29797369237804505,29.8,5269,0.7955247675080659,58.28658189409754,620197.625,117.70689409755171,12360.125,2.3458198899221863
carroll twp,washington,carroll twp washington,81269.5,1938717.5,527296.5,0.041919206898374826,4.19,0.2719821222019196,27.20000000000001,608566.0,0.3139013291002944,31.39,5640,14.409485815602837,93.49228723404256,1026674.5,182.03448581560284,239668.25,42.49437056737589
carroll twp,york,carroll twp york,3099.88,3616530.62,375530.12,0.0008571419201754192,0.09,0.10383711890153996,10.38,378630.0,0.10469426082171536,10.47,5939,0.5219531907728574,63.23120390638154,2193622.0,369.3588146152551,1073946.0,180.82943256440478
carroll valley boro,adams,carroll valley boro adams,7427.75,3451992.75,297074.88,0.002151728157598245,0.22,0.08605895247027967,8.61,304502.63,0.08821068062787793,8.82,3876,1.9163441692466456,76.64470588235294,1533325.75,395.59487874097005,990170.75,255.46200980392157
carrolltown boro,cambria,carrolltown boro cambria,0.0,629489.0,54567.12,0.0,0.0,0.08668478718452588,8.67,54567.12,0.08668478718452588,8.67,853,0.0,63.97083235638922,270419.0,317.021101992966,155640.75,182.46277842907386
cascade twp,lycoming,cascade twp lycoming,19198.43,464427.14,180267.86,0.04133787271777442,4.130000000000001,0.3881510025447694,38.82,199466.29,0.4294888752625438,42.95,413,46.485302663438254,436.4839225181598,75447.42857142857,182.68142511241783,25045.14285714286,60.64199239017641
cass twp,huntingdon,cass twp huntingdon,0.0,323248.25,167431.5,0.0,0.0,0.5179656811753814,51.8,167431.5,0.5179656811753814,51.8,1119,0.0,149.62600536193028,136544.5,122.0236818588025,43452.125,38.8312109025916
cass twp,schuylkill,cass twp schuylkill,9669.75,992570.62,164730.88,0.00974212797070298,0.97,0.1659638887961443,16.6,174400.63,0.17570601676684727,17.57,1958,4.938585291113381,84.13221654749745,532806.75,272.1178498467824,239379.625,122.2572139938713
cassandra boro,cambria,cassandra boro cambria,177.75,38334.38,4455.88,0.0046368299161222894,0.46,0.1162371740458565,11.62,4633.63,0.12087400396197875,12.09,147,1.2091836734693877,30.312108843537413,24489.75,166.5969387755102,8189.75,55.71258503401361
cassville boro,huntingdon,cassville boro huntingdon,0.0,35069.5,6922.0,0.0,0.0,0.19737948929981894,19.74,6922.0,0.19737948929981894,19.74,143,0.0,48.40559440559441,17709.75,123.8444055944056,6703.0,46.87412587412587
castanea twp,clinton,castanea twp clinton,0.0,762416.38,112540.5,0.0,0.0,0.1476102861273783,14.760000000000002,112540.5,0.1476102861273783,14.760000000000002,1185,0.0,94.97088607594937,198799.875,167.7636075949367,68204.875,57.55685654008439
castle shannon boro,allegheny,castle shannon boro allegheny,4101.38,10065687.38,485831.25,0.00040746149221256657,0.04,0.048266077780770494,4.83,489932.63,0.04867353927298306,4.87,8316,0.4931914381914382,58.421266233766225,4312412.875,518.5681667869168,2947227.0,354.40440115440117
catasauqua boro,lehigh,catasauqua boro lehigh,64264.25,8604820.25,342653.62,0.007468401213842905,0.75,0.03982112467718312,3.98,406917.87,0.047289525891026016,4.73,6436,9.985122747047855,53.240152268489744,2340478.125,363.65415242386575,1577902.875,245.16825279676817
catawissa boro,columbia,catawissa boro columbia,0.0,3367494.75,212283.25,0.0,0.0,0.06303892530196224,6.3,212283.25,0.06303892530196224,6.3,1552,0.0,136.78044458762886,236004.25,152.06459407216494,94330.0,60.779639175257735
catawissa twp,columbia,catawissa twp columbia,21469.5,260431.38,72459.62,0.08243822230639028,8.24,0.2782292210715928,27.82,93929.12,0.3606674433779831,36.07,932,23.03594420600859,77.74637339055793,148727.75,159.57913090128756,37604.375,40.34804184549356
catharine twp,blair,catharine twp blair,588.38,177813.25,64046.5,0.003308977255631962,0.33,0.3601896934002387,36.02,64634.88,0.36349867065587066,36.35,724,0.8126795580110497,88.46201657458563,86189.125,119.04575276243094,19427.875,26.834081491712706
cecil twp,washington,cecil twp washington,0.0,9138731.38,1025486.38,0.0,0.0,0.11221320961947344,11.22,1025486.38,0.11221320961947344,11.22,11271,0.0,90.98450714222342,6131891.125,544.0414448584863,2565938.875,227.65849303522313
center twp,beaver,center twp beaver,2853.12,8686111.75,633543.38,0.00032846917954975653,0.03,0.07293751200011904,7.290000000000001,636396.5,0.0732659811796688,7.33,11795,0.2418923272573124,53.712876642645185,4415075.375,374.3175392115303,2021356.625,171.3740250105977
center twp,butler,center twp butler,0.0,2545246.62,463333.25,0.0,0.0,0.1820386466125629,18.2,463333.25,0.1820386466125629,18.2,7898,0.0,58.664630286148395,1817278.625,230.09352051152192,528980.0,66.9764497341099
center twp,greene,center twp greene,0.0,1702786.38,694220.12,0.0,0.0,0.4076965426514629,40.77,694220.12,0.4076965426514629,40.77,1267,0.0,547.9243251775848,593989.0,468.81531176006314,310530.75,245.09135753749013
center twp,indiana,center twp indiana,0.0,1659448.5,330219.0,0.0,0.0,0.19899321973535186,19.9,330219.0,0.19899321973535186,19.9,4764,0.0,69.31549118387909,864039.625,181.3685191015953,349552.875,73.3738192695214
center twp,snyder,center twp snyder,812.5,498562.0,160927.5,0.0016296869797537716,0.16,0.3227833248422463,32.28,161740.0,0.32441301182200005,32.440000000000005,2458,0.330553295362083,65.47091131000813,254072.5,103.36554109031734,61971.25,25.21206265256306
centerport boro,berks,centerport boro berks,0.0,113889.38,10619.88,0.0,0.0,0.09324732472860946,9.32,10619.88,0.09324732472860946,9.32,387,0.0,27.441550387596887,65885.75,170.24741602067184,32124.5,83.00904392764858
centerville boro,crawford,centerville boro crawford,0.0,44232.62,11190.75,0.0,0.0,0.2529976745668694,25.3,11190.75,0.2529976745668694,25.3,218,0.0,51.33371559633027,22248.125,102.05561926605505,6088.0,27.926605504587155
centerville boro,washington,centerville boro washington,0.0,1584339.38,345970.62,0.0,0.0,0.2183690087915381,21.84,345970.62,0.2183690087915381,21.84,3263,0.0,106.02838492185106,927116.25,284.1300183879865,577325.125,176.9307768924303
central city boro,somerset,central city boro somerset,0.0,341765.5,51577.75,0.0,0.0,0.15091561319091598,15.09,51577.75,0.15091561319091598,15.09,1124,0.0,45.88767793594306,151557.375,134.83752224199287,69690.25,62.00200177935943
centralia boro,columbia,centralia boro columbia,0.0,18782.5,6678.38,0.0,0.0,0.35556395580992944,35.56,6678.38,0.35556395580992944,35.56,10,0.0,667.8380000000002,1478.75,147.875,802.125,80.2125
centre hall boro,centre,centre hall boro centre,0.0,670158.25,156470.25,0.0,0.0,0.23348253938528696,23.35,156470.25,0.23348253938528696,23.35,1265,0.0,123.6918972332016,217204.875,171.7034584980237,54655.875,43.20622529644269
centre twp,berks,centre twp berks,0.0,1066962.62,238326.38,0.0,0.0,0.2233690061231948,22.34,238326.38,0.2233690061231948,22.34,4036,0.0,59.05014370664024,649620.125,160.95642343904856,67914.5,16.827180376610507
centre twp,perry,centre twp perry,2062.5,586574.62,145131.5,0.0035161766801298016,0.35000000000000003,0.2474220585950344,24.74,147194.0,0.2509382352751641,25.09,2491,0.827980730630269,58.26234443998394,380702.25,152.83109193095143,107530.75,43.16770373344038
ceres twp,mckean,ceres twp mckean,0.0,294092.38,124233.62,0.0,0.0,0.42243059816782735,42.24,124233.62,0.42243059816782735,42.24,905,0.0,137.2747182320442,139284.375,153.9053867403315,70402.875,77.7932320441989
chadds ford twp,delaware,chadds ford twp delaware,0.0,1907805.62,160027.38,0.0,0.0,0.08388033787215701,8.39,160027.38,0.08388033787215701,8.39,3640,0.0,43.96356593406593,810246.75,222.595260989011,444083.5,122.00096153846154
chalfant boro,allegheny,chalfant boro allegheny,0.0,651941.62,33836.0,0.0,0.0,0.051900352672682566,5.19,33836.0,0.051900352672682566,5.19,800,0.0,42.295,282815.375,353.51921875,171750.5,214.688125
chalfont boro,bucks,chalfont boro bucks,333426.75,3080213.88,305070.12,0.10824792140732774,10.82,0.09904186263844768,9.9,638496.87,0.20728978404577544,20.73,4009,83.16955599900224,76.09631329508605,1580905.125,394.33901845846844,726480.75,181.21245946620104
chambersburg boro,franklin,chambersburg boro franklin,1116544.62,82557817.12,2339201.0,0.01352439610142638,1.35,0.028334094597001137,2.83,3455745.62,0.041858490698427515,4.19,20268,55.08903789224394,115.41350897967241,7299749.125,360.161294898362,4327698.125,213.52368881981448
chanceford twp,york,chanceford twp york,2001.62,1403573.75,416547.75,0.0014260882265716356,0.14,0.2967765320489928,29.68,418549.37,0.29820262027556443,29.82,6111,0.3275437735231549,68.16359842906235,825683.375,135.11428162330225,94483.25,15.46117656684667
chapman boro,northampton,chapman boro northampton,0.0,70709.88,6487.0,0.0,0.0,0.09174106928197304,9.17,6487.0,0.09174106928197304,9.17,199,0.0,32.597989949748744,40029.625,201.1538944723618,15509.0,77.93467336683418
chapman twp,clinton,chapman twp clinton,8701.5,444331.62,253346.88,0.0195833463303827,1.96,0.5701752218309379,57.02,262048.38,0.5897585681613207,58.98,848,10.26120283018868,298.7581132075472,135698.375,160.02166863207546,58772.75,69.30748820754717
chapman twp,snyder,chapman twp snyder,0.0,378594.75,177178.0,0.0,0.0,0.4679885286312079,46.8,177178.0,0.4679885286312079,46.8,1554,0.0,114.014157014157,175279.625,112.79255148005149,53487.375,34.41916023166023
charleroi boro,washington,charleroi boro washington,0.0,2967130.25,319500.12,0.0,0.0,0.10767984317506787,10.77,319500.12,0.10767984317506787,10.77,4120,0.0,77.54857281553397,1112515.5,270.0280339805825,649485.375,157.6420813106796
